id,airline,date,location,rating,cabin,value,recommended,review
10916,United Airlines,2-Apr-14,USA,1,Economy,4,NO,Worst airline and worst customer service anyone can ever imagine. 4 hour delay on the plane then cancellation next morning again 4 hour delay while sitting on the plane and then cancellation. 3rd day waiting for an hour to get my luggage checked in when there were only 3 people in front of me. Staff had no idea. This was from Regina to Denver. By the time we were done with staff we were already late for boarding.
10917,United Airlines,2-Apr-14,USA,1,Economy,3,YES,Just returned from a 3 week trip LHR-ORD-SEA returned ACV-SFO-LHR much better flight with united then previous flights in 2013. Inflight entertainment much improved food pretty much the same flew economy plus cabin free alcohol outbound but alcohol charged on the inbound flights. Far greater than Virgin Atlantic will fly United again when I travel in two months.
10918,United Airlines,2-Apr-14,USA,5,Economy,1,NO,Just flew United to Honolulu from Canada. Worst possible flight from Chicago. No entertainment no WiFi and absolutely no food or snacks were given. Mechanical issue delayed us for 2 hrs. Will never fly United again.
10919,United Airlines,1-Apr-14,USA,1,Premium,1,NO,My husband's father passed away 2 days ago. We scrambled to get him on a flight that wasn't too terribly expensive and would get him there in an expeditious manner. He flew from LAX to SFO. The plane he was supposed to be on in SFO had mechanical difficulties. They brought in another plane from Vegas. This second plane had problems as well. It took an additional 5.5 hours for him to get on his way to his family.
10920,United Airlines,1-Apr-14,UK,1,First Class,4,YES,Flew LAX-SFO-ORD-LAX last week in First. Had a really enjoyable service and even with a 45 minute weather delay due to incoming aircraft off the east coast still arrived in O'Hare relatively punctual. Outbound aircraft was the 737-900 with Boeing Sky Interior - which is very calming for a 4.5 hour flight. The only drawback was it was so new that the IFE hadn't been installed yet (not a deal-breaker as I normally read/work). Return aircraft 757-200 International config with on-demand. The best part of the trip were the crew. Both directions they were attentive and intuitive. They learned my drink order upon getting settled in and never had to ask again (with repeated re-fills). Menus have been upgraded and for a domestic First it was a great experience and worth the ticket.
10921,United Airlines,1-Apr-14,USA,7,Business,1,NO,Delay of 4 hours then cancellation with another 4 hour wait for customer service on scheduled flight from SFO to HNL is totally unforgivable and there were no weather issues involved. Date of travel was to be 18 Jan 2014 and rebooked on 19 Jan 2014. Definitely cannot recommend United ever again.
10922,United Airlines,1-Apr-14,Singapore,1,Premium,3,NO,Took several flights in the last couple of months from EWR-HKG ORD-HKG NRT-EWR. The only positive item is inflight entertainment on the 777. Food: first meal - barely edible snack: unedible (half frozen sandwich) third meal: terrible. Now United have started charging for wine on such flights which last year didn't. Staff: terrible: I was given terrible attitude by a flight attendant didn't respond to several attendant calls for a long time. There are several airlines doing such routes all of them providing far better service than United.
10923,United Airlines,1-Apr-14,USA,1,First Class,1,NO,Flew from HKG-ORD and ORD to IAD. I had very low expectations on United. Surprisingly HKG-ORD ultra long haul flight has excellent service. Probably this is because the flight is staffed by Hong Kong-based crews. The 777-200ER aircraft has decent AVOD. Food is average but the crews offer multiple drink runs throughout the flight. ORD to IAD domestic flight is normal US standard. Only drink is served. PTV is useless unless you pay to watch Direct TV. Service by cabin crew very average. The experience is 4 star for the international flight and I would not hesitate to fly United if Hong Kong crews serve the flight.
10924,United Airlines,28-Mar-14,USA,4,Economy,4,NO,My pregnant wife and I had to fly to Maryland from Hawaii. As we were leaving for the airport I get a notification that the plane was experiencing mechanical issues and the flight was delayed. I contacted them and discussed how our delay was going to affect our connecting flight in San Francisco. I was told it would not be an issue. Upon arrival in San Francisco I learned that was not the case. I was told we had to wait a few hours and was going to Houston where I would be connected to Baltimore. We arrived in Houston and was greeted by another rude employee telling us the delay caused us to miss the connector to Baltimore and would get us a later flight putting us in Baltimore around 10pm and that was our only option. I walked outside to get some air and saw a supervisor at the ticket counter. I explained the story to her she offered to get on a flight that would put us in DC. On our arrival we learned that after what was to be a 12-13 hour flight that turned into a twenty something hour flight zig zagging across country. United did not have our luggage and it was sitting in an airport in New Jersey.
10925,United Airlines,28-Mar-14,New Zealand,2,Economy,1,NO,Flight from Houston to SLC on 2/1/2014 a family of six including a 6 year old 4 year old and twin 2 year olds. When we checked in at the gate the gentleman at the gate was very short and rude and bluntly stated that we had not reserved our seating online as required when actually we had several months in advance. He took our tickets and forced us to stand by and wait for everyone else to board the plane every time we tried to ask him any questions he completely ignored and avoided us. After everyone else was on board he shoved some tickets at us and sent us on the plane with 4 small kids and 2 car seats. We were scattered throughout the plane. Fortunately the staff on the plane were accommodating enough to rearrange seating a little in order to get my husband or I as close as possible to our kids but we were still very separated. We also found out that several other families were separated on the plane as well. The entire flight was very stressful and unnerving and after this experience I will never fly with United again based on the treatment of the man at the gate. I would not recommend United Airlines to any families as none of our flights were accommodating to young families with kids and car seats as most airlines are.
10926,United Airlines,28-Mar-14,USA,1,Economy,2,NO,Lost bags delayed flights lack of communication wrong allocation of seats (such as row 50 in an airline that only has 46 rows) and rude staff have made my collective experience with United Airlines a negative one. To give them 1 star for each of these categories is a stretch. I wish I had read the reviews before booking so many flights with them as it seems that the rest of their previous customers are just as satisfied as I. Literally days wasted in airports and kilometres walked trying to get answers from staff who clearly are in the wrong line of work given their communication skills. Never again.
10927,United Airlines,27-Mar-14,USA,1,First Class,1,NO,"DEN-LHR on Christmas Eve. No food service for 50% of Economy class cabin as crew claimed that ground staff forgot to load enough food for all passengers in this class due to ""holiday mood"". When complained to crew they said it is unfortunate and can send letter to head office if dis-satisfied with service. Last time to fly with UA."
10928,United Airlines,27-Mar-14,USA,2,Economy,1,NO,Newark to Hong Kong in Economy Plus. The flight left early and arrived late which made for a 16.5 hour flight. It was a very smooth flight and the fasten seatbelt sign was turned off 2 hours after take-off. I asked for a glass of red wine and was told that United began charging $7.99 a glass on flights across the Pacific Ocean on Jan 1 2014. No hot towels were provided. The meal came with plastic tableware. The individual in-flight entertainment worked well on the 777-200. 2 hours before landing there were a couple of bumps and the fasten seatbelt sign was on for the remaining 2 hours of the flight. On a 16 hour flight it is nice to use the toilet to freshen up before landing. No toothbrush or socks were provided. I purchased the more expensive W ticket because I had an upgrade but the business/first section was full two weeks before departure.
10929,United Airlines,27-Mar-14,USA,6,First Class,3,NO,I took United from Paris to Washington DC and then from DC to Richmond VA. The first flight was ok despite no communication or service from the crew. The second flight has one hour delay so far. Not very happy about flying with United. I won't recommend it.
10930,United Airlines,26-Mar-14,USA,1,Business,2,NO,We flew from Newark to Panama City Panama. Flight arrived 30 mins late at 11pm. The flight was OK except for no entertainment as the paying entertainment was not worth it. No free food even that had to be paid for - we didn't. Pilots were pretty uncommunicative and the cabin crew indifferent. The seats are real torture too narrow hard and poor legroom combine to make 5 hours feel like forever!
10931,United Airlines,25-Mar-14,Canada,2,Economy,1,YES,ORD-FLL on 18 January. Paid for upgrade to 1st class as a birthday treat! Very helpful staff at ORD to assist with check-in. As a Star Alliance Gold with A3 following security checks I was able to use the Club Lounge facilities. Being morning items for a continental type breakfast were available. The lounge was however very busy. The flight boarded on time and departed 30 minutes late due to airport operational issues at FLL. (out of&nbsp; the control of UA) Orders for breakfast were taken prior to departure (2 choices) and delivered in a friendly way while en-route. The aircraft B737-800 appeared new the cabin was clean and comfortable. In spite of the late departure the flight arrived in FLL around 5 minutes late.
10932,United Airlines,24-Mar-14,USA,1,Economy,1,NO,Flew Denver to Tokyo Flight left 2 hrs. late (mech) so we missed our connecting flight arrived 9 hrs late. On the way back they changed our seats at boarding and put us next to the bathroom got to hear the toilet flush and the door slam for 10 hours I'll never fly United again.
10933,United Airlines,24-Mar-14,USA,1,Premium,1,YES,IAD to DEN. Economy class on a 757. On time for departure and arrival quite good service from attendants. Aircraft sported outdated overhead CRT for in flight entertainment and my audio jack didn't work correctly. Also no wifi or power outlets. Seats comfy but a little small. Had to pay 9 dollars for a large snack which is too much frankly. Fine for the low fare I got but not much else.
10934,United Airlines,24-Mar-14,Ireland,4,Economy,1,NO,We flew to Geneva from ABQ on 1/16 - 1/26. Flight UA5176 UA907 UA975Y UA783Y. To start we had a 5 hr delay and our party of 6 had to be split up and re-routed to reach our overseas destination (this was not due to weather). United offered us a measly 7$ credit that was only usable in one airport for food. It didn't even cover a meal. When we finally were on our way there were further delays (once again not weather) and upon arrival our party was split and we had to pt double to take the shuttle separately to our hotel. Very frustrating trip with United!
10935,United Airlines,22-Mar-14,USA,2,Economy,1,NO,IAH to CVG: Crowded dirty late with poor customer service from distracted personnel. They act like they simply don't care. If you enjoy riding Greyhound Bus Lines and want to have that same experience in the air fly United.
10936,United Airlines,19-Mar-14,USA,1,Business,2,NO,I purchased first class tickets hoping to make the experience a little better it didn't help. The food on the flight is horrible. You get a snack box which consists of a couple of crackers some cheese spread a fig cookie and some kind of cranberry bar. That is not first class service to me. To make matters worse my bags were lost. It would have taken them two hours to drive it to me instead they had to fly it back then ship it to the correct place. This took about 24 hours when it should have taken 2. To make matters even worse on the flight home my bags didn't make it again. I was told they got put on the later flight. I won't be flying United anymore.
10937,United Airlines,19-Mar-14,Thailand,7,Business,3,YES,I personally have had few problems with them over the last several months. Recently did DEN-SFO-HNL and back. All flights on time and with early arrivals DEN-SFO segments with newer aircraft with PTVs. The SFO-HNL segments were on the oldest 777 I have ever seen - no food no entertainment nothing for 5 hours is not really acceptable. Crews smiled on all segments and actually seemed happy to be at work which is a change. Ground staff at SFO were also helpful.
10938,United Airlines,19-Mar-14,Thailand,6,Economy,3,NO,Flew United 261 LAX to Orlando Economy Plus. No music no movie (not even plug for headset) only ability to purchase wifi for $9.99. Remodelled seats with less padding.
10939,United Airlines,19-Mar-14,UK,1,Economy,5,NO,Beijing to Chicago leg of world trip. Completely full flight seats are ridiculously tight all around even for a slender person toilets a mess service dismal - did not respond to 3 different customer call buttons for over 45 minutes. Arrived safely and on time. No more long haul flights on United as Singapore is the winner for economy class.
10940,United Airlines,19-Mar-14,Thailand,1,Economy,3,NO,With our flight leaving Jan 6 and no seat assignments we went to the airport the night of the 5th and stood in line for 2 hrs waiting to see a ticket agent. A very nice agent was able to secure seats on our flight. Same thing on the way back. Again in San Francisco no seat assignment. 33 people had to stand in line at the gate and have boarding passes re-issued with their seat assignments. Then people in group 4 and 5 had to go back to the gate counter to check our bags because of limited overhead storage. Two things in closing. Expect a big headache if flying out of S/F and I will try to find any other airline before I fly United.
10941,United Airlines,19-Mar-14,Thailand,1,Economy,3,NO,"San Francisco to Seattle return four weeks later in First Class. Cabin Crew were wonderful and free drinks including alcohol but for a two hour flight in First Class no food was offered but a bag of crisps not really acceptable. But what lets this airline down and why I will never fly with them again is the rudeness and incompetence of their ground crew. Checking in at Seattle there was a problem with our reservation even though we had a confirmation booking. We were referred to a very rude female attendant who informed us that we would have to telephone Air New Zealand to solve the problem. We had no USA coins to make a phone call yet she said to us ""I have a big queue of people to deal with I cannot help you"". If this is how United treat their First Class Passengers I would hate to be a passenger in Coach! Never again with United!"
10942,United Airlines,19-Mar-14,Thailand,1,Economy,3,NO,Ticket from London to San Jose with connecting flight in Chicago overall quite disappointing. Food and the entertainment system were only available for purchase (flight length: 6 hour). Staff was extremely impolite and non competent: we ask to have information regarding connecting flight procedures and most of the indication received were not correct: they reassure us that our luggage was already checked in therefore no need to check in again once in US. As soon as we landed we discover that indeed we HAD to go through custom with our luggage and therefore check in again. They reassured us that there would have been someone to come to pick us up at the plane in order to help as with the connecting flight procedure. No one came to pick us up at arrival but the United counter outside custom was left unattended / empty for at least 15 minutes (which result in us missing the connecting flight).
10943,United Airlines,18-Mar-14,Canada,1,Economy,2,YES,Melbourne to San Francisco. United are phasing out the 747 and replacing it with the newer 777. The main issues I had was with the seat width with no where to put your arms without rubbing the passenger sitting next to you. On a 14 hour flight it is quite stressful having someone invade your personal space. The foods service was also very ordinary and basic in comparison to other airlines offering e.g. Qantas. Unfortunately United offers the fastest and most direct routes to Australia from San Francisco when compared to the other carriers I.e.Qantas Virgin Australia. Flight Attendants are attentive and work hard. The actual inflight experience needs to improve. Headset jack in seat was broken but had my own entertainment from my iPad.
10944,United Airlines,18-Mar-14,UK,7,Premium,5,NO,I flew from New Orleans to Sao Paulo with connecting flight from Chicago to Sao Paulo. I had no room to put overnight bag in overhead bin and was told to find a place or go check baggage. The food was horrible. My seat didn't recline and asked for help and attendant didn't return. Will never fly United again and will not recommend them.
10945,United Airlines,18-Mar-14,USA,1,Economy,1,NO,My flight from Houston to Kansas City was scheduled at 11.20 am. The scheduled arriving time of the incoming aircraft from Monterray was 11.33 and arrived at 11.31. How to keep the schedule keeping in mind that a change of aircraft from international to domestic flight takes approx. one hour? It demonstrates that arriving on time by flying United is pure luck. And of course no announcement in advance. The information at the airport was awaiting incoming aircraft.
10946,United Airlines,17-Mar-14,USA,3,Economy,3,YES,MAN-EWR-MAN. Premium economy out and regular back. First experience with United and also first time transatlantic on a narrow body. Seats were fine legroom in economy plus a bonus but other than that no benefits over standard economy. Staff pleasant flights on time and seats reasonably comfortable. Food was very good as was seat back entertainment. Only minor issue was the need to keep carry on under seats due to overheads being full. Would recommend and certainly use again. Point to point beats wasting time in transit.
10947,United Airlines,17-Mar-14,USA,2,Premium,3,NO,Arrived at the airport an hour early as expected and the flight was oversold. The agent refused to check us in or check my bags great reception for a family of 3 first class passengers as she said we weren't there 1.5 hours beforehand. Gate agent stalled until the flight departed and continued to say she was having trouble entering passports until all the connections had left and could only rebook the next day.
10948,United Airlines,17-Mar-14,UK,2,Economy,4,NO,"I make a round trip flight from the west coast to Japan every 3 months. Usually fly with Korean or Hawaiian. This time because the price was a little less. I flew on United/ANA. The people staff were friendly but the space in the cabin was by far tighter than any of the other carriers that we have used over the last year. When you are on a 12-15 hour flight it makes a big difference. Space - not acceptable baggage allowance - not acceptable food - barely acceptable. Total: chose a different carrier (unless you are 5'2"" or less and saving $50 is the only consideration)."
10949,United Airlines,17-Mar-14,USA,1,Economy,2,NO,San Francisco to Tokyo. The entertainment system did not work for first couple of hours. The distance between the seats is terrible (on the way back I used ANA the distance is much-much bigger). All lavatories were dirty and smelt. For the broken entertainment system they told us to go to their site and apply for some kind of reward. A month later and nothing. No more United!
10950,United Airlines,17-Mar-14,USA,2,Economy,5,NO,Stockholm - Newark - Las Vegas - Chicago - London. Like many others I got stuck in Newark due to the weather problems which I guess is out of United's control. However throughout the process of finding a new flight I felt like all ground staff just wanted to get rid of me. Never did they express any type of sympathy for my stressful situation. On the way back United did not manage to check me in on a connecting flight with a Star Alliance partner (so much for the seamless experience). They did not offer any real help to solve the problem either and just referred me to my travel agency. Later I learned that it was actually United themselves that had caused the problem when rebooking my outbound flight without updating the all legs of the journey! The actual flight experience was not that great poor food old planes poor entertainment systems grumpy ladies serving drinks etc.
10951,United Airlines,17-Mar-14,Canada,5,First Class,2,YES,UA 1065 EWR-MEX. I scored a last minute upgrade which made the trip very enjoyable. The Business service was quite good. Only fault is catering doesn't match their printed menus. I would've preferred the pasta but there are only two pasta entrees from catering so I had the fish. It was decent. Flight crew extraordinarily friendly.
10952,United Airlines,17-Mar-14,USA,10,Economy,4,NO,Flew on LHR-EWR route. On our way out to NY was just what you expected from an airline of this reputation nothing special average performance. However on 6th Jan from EWR to LHR on UA0044 I can only describe the whole experience as hell. Turned up at the airport at 6am 3 hrs ahead of our flight waited patiently in the long line. When we got to an agent she told me I may have a seat but my hubby has a standby ticket because the flight is oversold. I tried to question the absurdity (we bought tickets a year ago flew the week before and turned up at the airport 3 hrs early for check-in). Puzzled and panicking we went through security believing that there was some sort of mistake. Proceeded to our gate hoping to speak to someone but there were already plenty of people like us lining up asking similar questions. We had to wait until everyone was on board. Until they closed the gate eventually around 11 I had never heard a single apology from the 3 ladies at the gate. Eventually told there were no seats left and told to go to customer service with some food vouchers and some check to clear. Still no apology no explanation. We finally got on a plane that night and only to find that our bags were missing when we got to LHR. Seats ok food awful crew needs some training on PA and would be really nice to see some smiley faces if possible.
10953,United Airlines,14-Mar-14,USA,8,First Class,2,NO,After boarding flight 1120 from San Diego to Chicago the steward announced that we would be deplaning because there was no pilot. 3 hours later the new pilot announced that the delay was caused by United who sent the scheduled crew to San Francisco the night before putting them over the new regulations for rest time between flights. He said United knew this and failed to schedule a new crew or alert passengers timely. I missed my Connection in Chicago. The bad weather set in and I spent two nights in Chicago. Instead of a direct flight to Harrisburg on Monday I had to connect at D.C I missed that connection because of a weight imbalance on the plane and ended up spending over $230 to rent a car to drive to Harrisburg. I understand weather delays but I would have been home before the storm set in if United hadn't screwed up big time.
10954,United Airlines,13-Mar-14,Canada,2,Premium,1,NO,My international flight from Seattle to Narita on Jan 6th was average in quality and I was about as comfortable as one can be on a 14 hour flight. The connecting flight from KCI to Denver on Jan 5th was atrocious and for no good reason at all. While a huge number of flights into and out of Denver were being canceled due to weather this incidental connecting flight was delayed for hours because of poor planning. Boarding was delayed because the plane's heating system failed. When we did board it was still freezing. The de-icing process also took longer than expected. When we finally arrived in Denver we were told to wait in the longest customer service line I had ever seen. All of us were wasting our time. We waited 3 hours to be told we should have left on a flight that left about an hour after we landed. The customer service workers in Denver and Seattle were very helpful and very overworked but I'm sorry to say they are the exception to the rule. Most were capable but unwilling to help. All of my other flights with United have been completely average nothing to complain about and most have been international. For the most part United is a pretty average airline. But if you get in a pickle the poor quality of the majority of United's staff is likely to snowball your problems and delays.
10955,United Airlines,12-Mar-14,USA,3,First Class,1,NO,Booked with a family of 6 from Orlando to Houston to Vancouver. No notice that check-in line was 7 hrs because of storms in North East. Our flight was delayed to the point we could not connect in Houston. We were encouraged to go on standby. We were never placed on the standby list by the United Staff member. However our luggage left. We were also told that failing the standby flight we were booked on a flight 5 days later. When I called to confirm two days later there was a reported 12 hour hold queue. Finally got through to United to be told we were not booked on any flight to return. It appears the staff member only told us what we wanted to hear to get us out of the airport - nothing they said was true. Flew Westjet home. I understand that weather happens but deal with the resulting issues with some honesty and class. I will never deal with United again. 3 days home and still no luggage.
10956,United Airlines,12-Mar-14,USA,5,Business,2,NO,"I will never fly United ever again. Leaving from LAX-ELP United decided to do ""maintenance"" on the aircraft before it takes off which set us back 2 hours in departure which meant most everyone was going to miss their connecting flight in Denver. We were redirected to the customer service which took 1.5 hrs standing in line to finally be told that there were no flights until the next day that could take me home. Ridiculous. At least they had the decency to pay for the hotel. Next day fly out to Denver waiting for my connecting flight to ELP there is a 30 minute delay again because of ""maintenance"". Plane supposed to leave at 3 at 4 they tell us that we are changing gates and plane so more delays and we are still waiting to know what time they decide to leave since apparently we are running on their time schedule. I cannot believe how unorganized this airline is and how they make traveling so torturous."
10957,United Airlines,12-Mar-14,USA,9,Business,1,NO,What a horrible experience and lack of customer service. I flew from Boston MA with a connecting flight from Washington Dulles to Atlanta. I was scheduled to arrive at 2.45 but I did not arrive until 7.45pm. To top it all off our bags did not arrive either. We were shuffled from gate to gate then to another terminal. There were no weather delays whatsoever and no explanation was offered. When our airplane finally taxied off we still had to wait on the runway because the airplane had no fuel. Then I was told my luggage was arriving at 1 am. It is now 5 pm the next day and I have been given an eta but still no bag. Needless to say I will not be flying United again. The lack of customer service leaves a lot to be desired.
10958,United Airlines,11-Mar-14,USA,1,Premium,1,NO,Flew United from Tokyo Japan to Bangkok Thailand. Pretty disappointing. Despite being a fairly long international flight there was no real entertainment choices like on most other airlines. Service was friendly enough. We had a delay of four hours and United did not even let us know which was also disappointing. Got us from point A to point B but with no frills or exceeding of expectations.
10959,United Airlines,11-Mar-14,USA,1,Economy,1,NO,San Francisco to Hong Kong with United was substandard in every regard. Firstly boarding was a disorganized mess. Once on board the decrepit old plane was woefully short of enough storage space for customer's bags. Twice a stressed out crew member stood on my seat without really excusing herself to try and cram bags into the overhead storage. Next I was dismayed and shocked to discover we had shared TV screens on a 14.5 hour flight. Scheduling a plane for such a long flight that has shared TV screens is ridiculous. Thirdly I was baffled by the fact that United now charges for alcohol on international flights - the only airline to do so. I do not expect to have to pay for a glass of wine with my dinner on a 14 hour plus flight. I suspect that United will lose a lot of international customers with this short sighted and stingy policy. Next problem was that my vegetarian meal that I had booked weeks before wasn't available. I had to make do with scraps that the crew could find. So shared TV charged for alcohol my reserved meal unavailable and an old uncomfortable and falling apart plane. Why would anyone choose to fly with an old fashioned and out of touch airline?
10960,United Airlines,10-Mar-14,Australia,1,Economy,3,NO,"I arrived in Chicago at 4.30pm and was supposed to be on a connecting flight to Mobile AL at 6.30 arriving around 8.30. After being at the airport about 10 minutes the flight was delayed until 9.30. 10 minutes later it was pushed up to 8.30. An hour later we got delayed until 9.30 and had a gate change. 30 minutes later we were delayed until 10.00 and another gate change. As soon as we got to that gate we were informed we had been delayed yet again until 10.30 and that we had another gate change in a completely different terminal building. By the time we got to that terminal the flight had been cancelled. They told us the next flight to mobile wasn't leaving for 24 hours. We eventually got to New Orleans and had to rent a car to drive home. United had no remorse and their response was ""sorry""."
10961,United Airlines,10-Mar-14,USA,10,Economy,2,NO,"We were a family of 4 with 2 children under 7 traveling from San Francisco to Mexico City. United has the only direct service between these 2 cities and we have flown the route perhaps 10 times in the past. The flight to Mexico used to be a morning one but now it is an inconvenient night flight. The legroom was very tight on the Boeing 737 but everything went to plan. Return flight was an early morning flight and we arrived at the airport at 4.30am and were informed that the flight had been cancelled due to ""no crew"". Waited in line over 5 hours to talk to a ticket agent and she put us on standby to Houston and to connect from there. Got called at the gate and told only two of us could go which was ridiculous. We spent 18 hours meeting flights at various gates and told to come back in the morning. We got hotel vouchers but only after insisting. The following morning we were given a confirmed flight a full week from our scheduled flight so I booked a flight with American Airlines through Dallas to San Francisco. Check-in was electronic and we only had to stand in line for 30 minutes to check the baggage. This fiasco cost us an extra $2000."
10962,United Airlines,10-Mar-14,UK,5,Premium,4,NO,Flew from San Jose CR to London ON. Dec 20th. Flight to Houston was ok. Flight to Chicago O'Hare was delayed due to engine trouble. By the time I made it O'Hare airport I was told my flight to London had been cancelled and I needed to go to customer services. I waited in that line for 4 hrs. Told they could fly me to London on Sunday 2 days away from then. A manager told me she could fly me into Toronto the next morning but I would need to find my own way from there. She also informed me that I will be getting a reimbursement for my travel from Toronto to London. To make me feel better they gave me a hotel and food vouchers (this was around 1am and my flight was at 7am). I was also informed my bags would take about 2-3 hrs to get or and I could leave them there and they will send them to Toronto. Well the next day everything went normally. Except my luggage never made it out of Chicago. That took another 3 days to show up.
10963,United Airlines,7-Mar-14,USA,1,Economy,1,NO,SJO-ORD - Flight cancelled. Flew SJO-IAD-ORD. Worst customer service. Tried to contact local number for 1.5 hrs with no answer. Service is bad food is very marginal flight attendants and personnel at counter were rude.
10964,United Airlines,7-Mar-14,USA,1,Premium,3,NO,December 31 2013 flew from Tampa to Saskatoon SK. Flight from Tampa to Chicago was good. Problems started in Chicago. First plane had problems with power outage broken air conditioning system trouble restarting engines after they had been shut down and a long wait for de-icing. Finally we were allowed off the plane after sitting for over two hours. Next plane scheduled for us had a flat tyre and frozen toilet. Third plane had a frozen toilet which seemed to be fixed by a bevy of maintenance men carrying buckets of hot water. Very little information received from airline staff. Received $7 food voucher that we could only use at a Starbucks as everything else in the airport was closed. Customer service reps would rebook flights but would not issue hotel vouchers because our flight had not be cancelled. We finally got off the ground 7 hours late. Not a nice way to end a holiday.
10965,United Airlines,7-Mar-14,USA,1,Economy,1,NO,I was scheduled to fly out of Dulles Airport on Jan 6 2014. I showed up to the airport to check in and found out that my flight to El Salvador was cancelled. No one had taken the time to notify me of the cancellation. Everyone I asked was rude and bothered by my questions. I waited in line for 3.5 hours to reschedule my flight two days later. The entire experience was horrible. All other flights at Dulles were able to take off except for United. I didn't expect the same bad service from them again but unfortunately nothing has changed.
10966,United Airlines,6-Mar-14,Australia,1,Premium,4,NO,MSN-DVE-SMF. Horrible experience. The flight delays I can live with its winter. However what I don't understand was why no beverage service the attendant said there wasn't time to refresh the stock. Then in Denver we're delayed again ok its snowing I get it. The gate attendant was friendly and said we would be on the plane in an hour which we were. But what he didn't say was we would sit on the ramp waiting for the crew for 2 hours. Why board the passengers without the crew present? And the cabin was blazing hot it must have been 85f in there why? The last few inches the airlines have squeezed out has really made a difference for me. The gate attendant told use to hold our coats in our lap so the carry on luggage would fit well that's fine but we paid $50 to check our bags so we wouldn't have to sit with bags and coats in our lap in a much to cramped space.
10967,United Airlines,6-Mar-14,USA,1,Economy,2,NO,"I was scheduled on a direct flight from Pittsburgh to Denver 1/5/14 at 7.20am. The check in line was crazy it was a busy travel day but they must have been understaffed because no other major airlines had lines like that. After waiting in line for 1 hour and 15 minutes I made my way through security and to the gate. There was no bad weather here or there so I was feeling confident. 5 minutes before boarding the sign at the gate changed from ""On time"" to 'Cancelled'. We were not given any information but told to call the 800 number. I waited in line for 3 hours at the desk only to be told the soonest they could get me to Denver was 10pm the following evening. Since I was travelling for work and could not arrive two days late I went down to collect my bags which took 45 minutes to arrive and a worker down there said the flights were cancelled because the crew were over their hours. That seems like a problem that should have been anticipated. It was my worst travel experience ever."
10968,United Airlines,6-Mar-14,Austria,9,Premium,1,YES,The east coast storm pandemonium caused many flight cancellations including mine but phone agent was easily able to rebook me on the next available flight out of the New York area without too much trouble. Check in on the other hand wasn't as seamless with wait times being long even whilst using premier access understandable though due to airport congestion from weather delays. Flew on UA's newest 737-900 aircraft from Newark to SFO - the dimmed mood lights offered a soothing atmosphere albeit the squished seat. Shockingly service was actually existent on this flight by cabin crew with frequent drink runs and cheerful interactions which is a rare for me on this airline. Food however was an issue with the meals for sale having run out by the first few rows leaving many passengers to be starved on a 6.5 hour flight. A pre order option should at least be available if they're going to charge passengers for food on such a long flight. The friendly and inviting service continued on my second leg from SFO to Orange County bringing me to rethink my position on United.
10969,United Airlines,6-Mar-14,Canada,1,Economy,4,NO,"Try sitting through a 17 hour flight from Sydney to San Francisco with only a Jane Austin movie and similar rubbish as your main entertainment on the front screen. I took the precaution of checking the United website prior to booking with them for the first and last time. I was very concerned that spending the better part of an entire day on a plane required individual entertainment units to stop prison-like boredom. The website stated that all United Airlines planes from Sydney to the USA are 747-500 and all are fitted with individual entertainment units. There was no proviso that this ""luxury"" did not extend beyond business class into Premium economy where I was seated. My plane left Sydney over 3 hours late causing me to miss my connecting flight to New York I had to wait more than 8 hours at the airport. The situation only got worse on my return flight. The official reason stated by the captain for the more-than 4 hour delayed departure was that flight crew had to arrive at Newark from Oakland CA. The reason given by United in the boarding lounge to their customers was that there would be a short delay while they waited for catering and fuelling. Had the airline any integrity and any concern for their passengers (especially those with international connecting flights) they would have announced at the scheduled boarding time that there would be a delay of approximately 4-5 hours. This may just have given me time to organise another flight to LAX which would have connected to my flight to Australia. The message is simple: if you need reliability fly another airline."
10970,United Airlines,6-Mar-14,UK,2,Economy,3,NO,I booked a flight for my son from MIA to Toronto (MIA to IAD: UA511) and (IAD to YYZ: UA6146). Flight 511 departed 2 hours late. At Washington Dulles he found the flight 6146 was cancelled. Told he'd be in a waiting list for a later flight (UA6126) which was also cancelled. No explanation and no respect for passengers. If today flights have been cancelled I am not sure tomorrow flights will be departing with the weather getting worse so what happens with the people that have their plans classes that will restart on Monday as in the case of my son. In my entire life I never felt so angry and frustrated with an airline and never faced a situation like this.
10971,United Airlines,5-Mar-14,USA,9,Premium,2,NO,NRT-SFO-NRT. Has to be the worst airline I have flown! All flights were late food inedible crew extremely rude and unhelpful. Toilet had a pool of urine on the floor and trays were snatched from passengers.
10972,United Airlines,5-Mar-14,USA,1,Economy,2,NO,Unhelpful and rude staff who didn't communicate what was happening. Due to a 4.5 hour delay for flight leaving New York I missed my connecting flight and asked them to rebook only to be told the next flight in 24 hours was full. They wouldn't pay for a nights accommodation and the only option they gave me was a 15 hour flight 11 hour wait at another airport then taking the final leg home (to NZ). They also lost my luggage and tried denying any responsibility. Will never fly this airline again.
